address,galxe-lido-point-holders,lido-dappnode-buyers,obol-techne-credentials-base,obol-techne-credentials-bronze,obol-techne-credentials-silver,rated-solo-staker,stake-cat-gnosischain-solo-stakers,stake-cat-rocketpool-solo-stakers,stake-cat-solo-stakers-B,csm-testnet-good-performers
0x5e93a62d8a5520f0123ad01aca143aa85e8a79d2,X,,,X,,,,,,
0xecc499de521ee7fae406c597e91c4c54384c44e6,X,,,X,,,,,,
0xf15a780336068b58997bfd4640f008349c27636c,X,,,,,,,,,
0xc6d6510000166c4e4043a68249952a7fd9650e19,X,,X,X,,,,,,
0x7010e9af3bdfc58b16c616a6574085d9b4026480,X,,,X,,,,,,
0x5d4445b95df263e29d0b8a4f1e521ccbe09d1f18,X,,,X,,,,,,
0x9709767c24886dcfe9618774c870ad16b9b4e170,X,,,X,,,,,,
0xcecc0a0102962c884b98f2977d24c7f2952bf2d3,X,,,X,,,,,,
0xb1927224f07b070ae2e52fc03c8dab39f345ea89,X,,X,,X,,,,,
0x8d584deaa81706766f487dae169c746f2c7f9d27,X,,,,,,,,,
0x7b4bde098e481f456d79ea21cb90c21d5003ddf0,X,,X,,,,,,,
0xb7e9d6425c3d5bc1ee68baedf398b42069a55e4f,X,,,,,,,,,
0xa1fd134591a673052a79827b85e878f626c3061d,X,,,,,,,,,
0x22785c33b310145c607306451dd9998be5ffb3c4,X,,,,,,,,,
0xcdf3b766b14cfdb7e6245fac2993a44f94e5212b,X,,,,,,,,,
0xdcaf3ed6e28047f4480900a39a318d8377ad36e3,X,,,,,,,,,
0xfc9b404b198c7d35110903a5570299cd642999ff,X,,,,,,,X,,
0x6854fffa71a4ae49df700d087d377a297c595386,X,,X,X,,,,,,
0x0879fd84b537d1bd82041ecd37a84ee338f6e3d4,X,,X,,,,,,,
0xb02e13f06df55043b1525a31d2ace3d04fa9e1bb,X,,,,,,,,,
0x863ee2f222d5fb78ddc82510cb9d38b02960d185,X,,,,,,,,,
0x45182a45edde87bf0f4c7b1d372842b780a1f7c1,X,,X,,,,,,,
0x934aa1913245b39d2bc3c50af7d839f3c3a9952b,X,,,,,,,,,
0xbc44ccb8f69032372cb0661480aca53351e468cd,X,,X,X,,,,,,
0x51b22f5584ae9908e9eb3e318c6e0b4fa4921b6e,X,,X,,,,,,,
0x78b9ff33cfbe1b6b6914e38ada0593cc04d0fe39,X,,,,X,,,,,
0x0d09b99fdfbe0e937e3daab4f50eed2d39cfff50,X,,,,,,,,,
0xcc2c6b914f3471953eb8b21827a5c534dfa0fc11,X,,,,,,,,,
0xff794ff176dde7640064983d8f2b942b12a4ab7d,X,,X,,,,,,,
0x90422e1da3a90b0cd80bf9af5a59afb4e001d892,X,,,,,,,,,
0xd18a3fbce54b32f13b74bb063ba98bfa25857533,X,,,,,,,,,
0x7ba1b8bdda54a9d44cfac22673f9da67ff91668c,X,,,,,,,,,
0x61e5a058a71be10338bf0b80622e3179443043d7,X,,,,,,,,,
0xe1859624be443eb2e81c93c693131ebe82ae2fe5,X,,,,,,,,,
0x5d158ce0e5304833fa06516a5c1967d2724d1f73,X,,,,,,,,,
0x9291478dbfae3c7f44a5bfd5a3b7c1fd0b5cca97,X,,,,,,,,,
0x8569132826923fd0a56bd5cfbaf516f79ad443f4,X,,,,,,,,,
0x6cbb8ba9e93a295f6fa0f8eca0000ea9db083059,X,,,,,,,,,
0x99dd6519ae8b8fdc550fcf9914526ffb9b004e6a,X,,,,,,,,,
0x0624e2696007285af20d8c3e1fa7abc30b1670c2,X,,,,,,,,X,
0x5917530b94602b2958f3d7ca4f67b29aaf6fd185,X,,,,,,,,,
0x0195faf29fe8a1becec6645396f9709ccf5a2ccb,X,,,,,,,,,
0x67195372f63600192c9b028329aa12615b24a752,X,,,,,,,,,
0xed50a6832710186dc58e613c6c5930e477904349,X,,,,,,,,,
0xf4c1b69a65f3fdbafcae0786c5fb02dad3e0f353,X,,,,,,,,,
0xcd7aa1899823cd40afd37affdb9dc74d251839d5,X,,,,,,,,,X
0x07a7b31b6e67d9c8d02fe69d7ae58fc396e7c36a,X,,,,,,,,,
0x909b3c41ec6496c93f719a92f7806636751e3306,X,,,,,,,,,
0x2d1e7b6e6284409e16991de76d2a82847a7d61c5,X,,,,,,,,X,
0xf7fc65b17988018c6bd3deca178f626359249383,X,,,,,,,,,
0x7674d60760918ae89ca71f2ce1af2b2e740e2c8e,X,,,,,,,,,
0x7bb11be268088b000ed4b1b94014d40371a3a7d3,X,,,,,,,,,
0xff98452865255378c71be2a595e457f307023ed4,X,,,,,,,,,
0xfcc5067f06bdba16e1b696d0fbb16cd15e6f1f50,X,,,,,,,,,
0xb5871b31020a2d9846e468a00d7e4afe604055e2,X,,,,,,,,,
0x556fedf2213a31c7ab9f8bc8db5b2254261a5b0b,X,,,,,,,,,
0x1ca4fd83fc075bed03300a7c889a6b0c38284ce3,X,,,,,,,,,
0x544b5b5ead916eb522d930674506c390d696b708,X,,,,,,,,,
0x682d274cad7b0ac71cffc5a668a75a369342cf90,X,,,,,,,,,
0x93066b031da5cae0740742faec2b097d14b9597c,X,,,X,,,,,,X
0xd36b75038424dc217aee234633eff4a777744b67,X,,,,,,,,,
0x3e1fb84db94e326887ab9c6bedaf5060924c39f8,X,,,,,,,,,X
0xa2b856906dbc32d19547cd9ed5a266cd08808283,X,,,,,,,,,
0x2d39a2fb708d688ee27d8be149e29ea2dbf39905,X,,,,,,,,,
0x074cc5943b13a895dcf613baca1a89ac9e863c82,X,,,,,,,,,
0xac2e41127a2838eb8d0c35cbb35c3c2a8a8c135d,X,,,,,,,,,
0xebe31c601808e9c22221693d54fb9e48c399315b,X,,,,,,X,,,
0xd8d3a665df1a81029f26a10e40932ce0108b106e,X,,,,,,,,,
0x802498d467d0744118ec5c4518994d9d84930579,X,,,,,,,,,
0xbfab4e2cd38aa0a6494c1e3ce1e8cf11b32a8827,X,,,,,,,,,
0xc49376c4d044011eece6ee69efae06f0cc2bd008,X,,,,,,,,,
0x99fc13a5b46491d84494165ffaa540ffe7ab78d1,X,,,,,,,,,
0xf1c68bae103be7b4566599d828697c16be4021b5,X,,,,,,,,,X
0x86af8e38416e741d6c6297407fddb22d4f7dbe41,X,,,,,,,,,
0x27c6d905c4ca44ff60115045c5c4ca3eaba01c6c,X,,,,,,,,,
0x010dc5440ad49f9ec0dd325b622d9fd225944ee4,X,,,,,,,,,
0x26b0bb09478a8423b53b2854deffb8a61a889725,X,,,,,,,,,
0xe0b43c1435a9cb923f6c19e9383c3cf9f5033f85,X,,,,,,,,,
0x4be38c0d78da0f7d2df3571eff541e220d185b8c,X,,,,,,,,,
0x80efdbe1e0702ef2125d5cb5fe34d2e1cc90ad2e,X,,,,,,,,,
0xedd0c77314f07fca414b549156a0d9c915b096e9,X,,,,,,,,,
0x7fc80fad32ec41fd5cfcc14eee9c31953b6b4a8b,X,,X,,,,,,,X
0xad999c40f6d246de710573c097aaaa4bc41a45d4,X,,,,,,,,,
0xca72cc4f36e494ba62fcf432b31f41897c9fff00,X,,,,,,X,,,
0xd6b5aa568b54f1b5b849b8fbeab1957eaeb18e5e,X,,,,,,,,,
0xc41e408374aeec4fdba08b532cdc0f4668248fd6,X,,,,,,,,,
0x3267f76269c265f3f4d2cf82624a13a2aa16f278,X,,,,,,,,,
0xa58ff2d480d65506a3ff3308d8dfbdfc40ca338b,X,,,,,,,,,
0x018886b7f7ae03f33522074cd9bccc0b3a5109dc,X,,,,,,,,,
0x48eaa5adf147ded175352476b18551d8fddcd9a9,X,,,,,,,,,
0x443758603e91b0b428f5aefeed21869a108f0ab4,X,,,,,,,,,
0x5ce4a2141a0c14e06e4485f4530fb3e6fc486b3f,X,,,,,,,,,
0xb5d757c759c29af1ee773f440119d9c4baebf2a5,X,,,,,,,,,
0x19dc3061c2243a34c9e54deccbabecf784ce0682,X,,,,,,,,,
0x407cfe758c8260a8c925c6061ab7c82246af9b04,X,,,,,,,,,
0xbfe4e0dfcbfac368a1c269c888149ec7feed3650,X,,,,,,,,,X
0x206739f22f107d63426dfc1bd3870b083fcc1367,X,,,,,,,,,
0x3e8f6e55601bef766634e43b26c99c4c01f71863,X,,,,,,,,,
0xd244afe8b20e78b09a344b1073bf2745c8297377,X,,,,,,,,,
0xa0e7379a6ce242f885be0a798136154e8946e197,X,,,,,,,,,
0xf462efcfd9b2d204cb9984f0aefcb172e81e08e6,X,,,,,,,,,
0x4d2e1bef23286eacc579a042f62ac70bdedcee87,X,,,,,,,,,
0xfc6c696cb8e635df54a2fa21ba8adf94ec45f961,X,,,,,,,,,X
0xc40b73d7969c3543ff6fb00bf6cba9382f88c5ac,X,,,,,,,,,
0xc486131964dba3ad4be1e9cc19e8915f63b50d90,X,,,,,,,,,
0x0a03862201201ac4080a1b5b3415e51da7d22cd8,X,,,,,,,,,
0x9bb77d01a9b12e04e9db99ec2dd5f564be0265a1,X,,,,,,,,,
0xa90962a89a0c024d015338ad7173f4f30f356f77,X,,,,,,,,,
0x7a9cb2e9c68173a697766941fbd82923aa694168,X,,,,,,,,,
0x80665a582bda2b2e12e165e2cfcde63c29756b7e,X,,,,,,,,,
0x637827dc86e5ceb4da93678535e6a6ea81227c0b,X,,,,,,,,,
0x1718ab2dde1a5869ba252cba5e1b15531bb4cbc1,X,,,,,,,,,
0xb894924cbc87d01e65b77af62260b013a78938ac,X,,,,,,,,,
0xb870a2820b581edf632113d1f93316a3841a318c,X,,,,,,,,,
0xfdd440fccaeef8244b146c6c3d67e508041d0509,X,,,,,,,,,
0xc3ec9f6ad2bae9e2a320cdcd2355ce3acd576e1c,X,,,,,,,,,
0x65b212eeea3df24371bafca8118167db9fa9fbbc,X,,,,,,,,,
0x234415043b1fff486e8315a14f4bcd4af1e7513c,X,,,,,,X,X,X,
0xf0be20bfddb9a1a3d0bbc7b13ad6d9955996ae88,X,,,,,,,,,
0x5d92c75d897e1e17a09f73376e1740ba9aba9b92,X,,,,,,,,,
0x3ff8fed3b54dddb2f40f10a854f58d3b1bd44578,X,,,,,,,,,
0xa0810dcb52e9810629a189ac3e33ba6e2c19ccc3,X,,,,,,,,,
0x58da8d4600c4f1ab184b1fd81e4e8955d321f2f9,X,,,,,,,,,
0x65d9dc9a30d4da7755186cd4d2bbed4a3948a4a8,X,,,,,,,,,
0x2404d0170536a843d7fd024c10a4059ee4293915,X,,,,,,,,,
0x3a658aa38b34924deede08ce2c6c83810a5e2f17,X,,,,,,,,,
0x58887dc1aec4aed41415c2e78fc66cc60b83ddaa,X,,,,,,,,,
0x9b4064c9d9801f062f377512e61bd19484e7f365,X,,,,,,X,,,
0xd66fd233f73a7a891af58f476b39b9281857914f,X,,,,,,,,,
0xa467bcec38bfdc56075f26da158177e4dde0fbf0,X,,,,,,,,,
0xdfd869c5320b08006c2e59fa4b9c41d9bf97ebb9,X,,,,,,,,,
0xac014216bfd16ccf168ee1c744b7af1a50612a02,X,,,,,,,,,
0x62ffe9a8bda33f423403072ef5b77c834483e426,X,,,,,,,,,
0xd696bed3701ad1997c5a6e3000482f6713af18fd,X,,,,,,,,,
0x58d10f4be7660368ba5e5f5362f926308ad1d1a6,X,,,,,,,,,
0x0f9731ed2c2c2eb2ff39ff018ed2e01fc948844b,X,,,,,,,,,
0x2206c129e9828d5cfdd8721d5f4c23fb34249438,X,,,,,,,,,
0x1177624405e2d93554445e132a1d6fb572bd5c26,X,,,,,,,,,
0x29f731573b3acbd22a7c6023d9e3cc8ec758de42,X,,,,,,,,,
0x62b9f3f2b1e6139481e67ba804b6acc69ea607a9,X,,,,,,,,,
0xdc644050e3d25d9ee547acb4a26804a8cbc38d43,X,,,,,,,,,
0xcb1b0cc02b5a3e35fb061d09b73553b9a746e815,X,,,,,,,,,
0x3afb5ec38dc42d310e4552f19da56b13dc2ff8fc,X,,,,,,,,,
0x56c04c4ac69d0b302f99bd59da382b65a2d406d5,X,,,,,,,,,
0xb7c215473e46a61cf6928e02069d1817db9b1712,X,,,,,,,,,
0x92434c10f32e6e8bf16cbf7f19cccc1caabf09d6,X,,,,,,,,,
0x9dff2f9da87084b5eb5d51f038e52105e84ffba4,X,,,,,,,,,
0xff865c4822f25156ff48e88c86ee7c4d0f3a6e4b,X,,,,,,,,,
0xf88e8857cd5ba7a3762f71acb12781ddd412d0e2,X,,,,,,,,,
0xa49c61fa9c47da72d0b486faa8bfa8747631bac9,X,,,,,,,,,
0xef24cae28d24160858ab749c2e51d5fbe6317395,X,,,,,,,,,
0xf917abb04361e6717d34182996fe56cc97f91d44,X,,,,,,,,,
0xbe4aa1396b01d88dee2d3f96e988dd34c3c65eb4,X,,,,,,,,,
0x6332e01bb0df1fb09965f52bc3fddfe82e30f61b,X,,,,,,,,,
0x06f951500de07ffeed469b7d888ff16e838d6acd,X,,,,,,,,,
0x435585fd000b8694ec3257f0bf692a0c6567ae09,X,,,,,,,,,
0x0855cff644eafc07a44b49ffdc0575b33bcaa572,X,,,,,,,,,
0x14e8bffe701db8ae9146defc4d9afe61b5bf3d32,X,,,,,,,,,
0x58865ccbfe30dd0d09458e36e7cdcbd6eb950bda,X,,,,,,,,,
0x9fb90242ebb9b0def6d235101b1e37d5e0f50afb,X,,,,,,,,,
0x2fb1448998dbde5dabd9c27ffc8d302442cdb497,X,,,,,,,,,
0x1b1627b632f774b4b95cfe28ec03d8f9c5847f0b,X,,,,,,,,,X
0x0901f413ecb002b65e3dd857480216f136c9a291,X,,,,,,,,,
0x7fdda3b316de3b47fcc2bc8a4b0da89ee27e0abb,X,,,,,,,,,
0xb0d46b102d2f69e10728cd2d7ff518da179e2f6f,X,,,,,,,,,
0xe1c99a355791a0e8e2dc9c98c3ad4cc3a07d99f8,X,,,,,,,,,
0xc4851c116de98c546ef09f368036070e370a9138,X,,,,,,,,,
0x26da9bebb0372ce4dee24bc3d63c5192b22e767a,X,,,,,,,,,
0xdea3c06eee614bf84e74d505173822236c8ad135,X,,,,,,,,,
0xa142ac8323fd81b45d52b1d2e474036300c99d2c,X,,,,,,,,X,
0x17366cae2b9c6c3055e9e3c78936a69006be5409,X,,,,,,,,,X
0x1eaf931aabbb02ca8a416040cf5b35c73fff2a8a,X,,,,,,,,,
0x1ea60eaa2883173e2f8d6b7b025fce33ebc08738,X,,,,,,,,,
0x24e045efaaaa10f72fa6104792ba8b5c2a9209ff,X,,,,,,,,,
0x58d8984447086ceba3cbe591fe71970be3402df2,X,,,,,,,,,
0xee730a25ca18b1ba36f5992ba50e562b70391954,X,,,,,,,,,
0xeccaddc77268db5091e9201a3a77a950c6ea6fb0,X,,,,,,,,,
0x08888b148a71f67fade06a0e5f75108df6690e9b,X,,,,,,,,,
0x60835b893c60df1de4658d3426b01dc0d9385ff8,X,,,,,,,,,
0xda80050ed4f50033949608208f79ee43ab91df55,X,,,,,,,,,
0x417845cb4a5270abe3eafce85c48e40997d5fe6e,X,,,,,,,,,
0xe9b2bf98ee24468384cffdefe1cb0c06de708c0b,X,,,,,,,,,X
0xb40db6e62875d5dcbe1e832e638c5513c1d8878d,X,,,,,,,,,
0x6fe86525e627466dfb2581511a428cf294b261c3,X,,,,,,,,,
0xddda9cbfd063e947d23802138bb3a0dbd320385e,X,,,,,,,,,
0xb2f390af1b11083154a0a15bfd3e555f57d82737,X,,,,,,,,,
0x8366725944fde1fecb61892dfb80ae27a1a85203,X,,,,,,,,,
0x0fac9b94b2e6e5ca32e524a1c8b02749b3957497,X,,,,,,,,,
0x6e04e0ecddf91f2899548e8cefd47992105ca0c1,X,,,,,,,,,
0x56b7f221957d2e56b9ec24347daf5471c6660528,X,,,,,,,,,X
0x4301cd2a9bdeae8d833ae5cba481197ab4883b37,X,,,,,,,,,
0xed3a8d843d2ae1dda5db8e898d8ca68c2f537ed7,X,,,,,,,,,
0x5ccdb848b0f771c0ff531b5386471f53fcda73ea,X,,,,,,,,,
0x14ecccb5f1b99bb6d2eeb6fa7c3f7acb91a0316a,X,,,,,,,,,
0xa289001bd43ece47fb7f78ac0301296d32d6bb49,X,,,,,,,,,
0xf2717fd2172c959e4575d79d92c255507becef4d,X,,,,,,,,,
0x996c0c5506395c0a2b766ac528d32d04fc6929d6,X,,,,,,X,,,
0xd722fe8c1ebc95471da98625651d2c704991b809,X,,X,X,,,,,,
0x837f2e631bfc5ce95f11ec02d6ba95a491338ffb,X,,,,,,,,,
0xe582d68a7b933f5bc431416036fb1e0d4caaf761,X,,,,,,,,,
0x0d8d4e0c1a3f3cd2bd78fa14e6abee714faf21c1,X,,,,,,,,,
0x84dbdaf4f0ef295c62bb9a391d5bcaf03295b6a9,X,,,,,,,,,
0x61b7964f4b0ca3c5bc3338735573c64edc72048f,X,,,,,,,,,
0xe9207ebdf940d3fa322e43afd8cf8fa3e9fd0beb,X,,,,,,,,,
0x7e3d421605f8c554330a497ad8126ad41ed37d32,X,,,,,,,,,
0xc22737a15907d8dbc47102128d8f9971bf5bdd45,X,,,,,,,,,
0x6869e642f580ecc096b92118898367ab06529390,X,,,,,,,,,
0x6294a032b018f4c1a0e1d6aaaba11dfcacb07506,X,,,,,,,,,
0x2d56bbe947b3e37910c0ff1f89b4ff107a70aec4,X,,,,,,,,,
0x06c278df5f8d3be30d2971adb30b82ceae6e9034,X,,,,,,,,,
0xc4bf64a69d62fc50b3a42431fb535c5338e44141,X,,,,,,,,,
0xda5386537b2925f390a1dc67d2386b18de1d48f4,X,,,,,,,,,
0xe77a6319fdc1456e5def674fbc7d77e72b9efcc9,X,,,,,,,,,
0xe41a81cf496c971b562b5b99dccbde7c166abe6e,X,,,,,,,,,
0xefe20ed19f4de87d68d19ec9a935bcb29b88a83c,X,,,,,,,,,
0x22d134851ddee8d3dd64d71b092986b3cc7d26d8,X,,,,,,,,,
0x93815805460abcd766abff0709db54c6a5eb88a2,X,,,,,,,,,
0x7199be710064279238fd8e4ed22b151f53bd00e1,X,,,,,,,,,
0x5ba9355f30ba4ca4a1ddd3ac738670524dcaaed4,X,,,,,,,,,
0xfbf580064d5583f44d528bfe9e0834d5dce96da6,X,,,,,,,,,
0xe95efdbf9c852375cf522419b3265d52cb0d0304,X,,,,,,,,,
0x55d6bd17c9ebb25e38d95ed4d8ec44bb72813230,X,,,,,,,,,X
0xf4a80265ba868e5a62395ddcd6bfa8f0b721742b,X,,,,,,,,,
0xe6abd037b3e124d489ce673eecd7914b4cbf19ce,X,,,,,,,,,
0xe3d2e914668d61b628def244b8cee07186d61db1,X,,,,,,,,,
0xd65deb57d16eeae3be1ab28a0771671e700ca38c,X,,,,,,,,,
0x795bae768f348c046ab689f48aa2591b27af132b,X,,,,,,,,,
0x20df962d2ab9ade7a1535b4e2654e44205df2c1e,X,,,,,,,,,
0x53306a0cb1fa4036556d5e5a8e0602d477709b52,X,,,,,,,,,
0x9969e219c71b56706f3bc74edef75657ef5c5235,X,,X,X,,,,,,
0x4dd05e12d0244575c77c31c24f0e273610c085d9,X,,,,,,,,,
0x6b8012326a606e44924fed5c7268abf6bac3e146,X,,,,,,,,,
0xe2f311073f3677f486ce140df1e8c628424c953e,X,,,,,,,,,
0x6654c4ca46db6003bf819803dd88ed6af118dcf9,X,,,,,,,,,
0xc8c0494b38c27e27581bd7b04bb9064e965b16a6,X,,,,,,,,,
0xbae582839fc50bbe934169e1bd3fb952b5d86811,X,,,,,,,,,
0x86648385cba19838bb2c75e526d3d5589e84fcf9,X,,X,X,,,,,,
0xe1785eeaee36bce143a2db3d081ebe4797f249f8,X,,,,,,,,,
0x0756379214d7a6ef325a4a6d6ce350db8c8afd95,X,,,,,,,,,
0x828958d0f01b619d4ac89dfa700582c9c8febbc8,X,,,,,,,,,
0x36d2478f3efb64d1243e085af74b31efd8ebb7ba,X,,,,,,,,,
0xee2a57120e73205a8770aee3b2216759fba820cb,,X,,,,,,,,
0x1188e84ce67ac6e75a16281e3d4074f95a434b85,,X,,,,,,,,X
0x7bb7e752ce21a46c85586f48e18175027c0ff889,,X,,,,,,,,
0x5102c4bb468a90df9ec0da87a69a59387a747045,,X,,,,,,,,X
0x122f346681daaa22fc2895b8ff52aae2e95f4211,,X,,,,,,,,
0x5c03f724a11f046db43d40637bd08ed6d1884ccd,,X,,,,,,,,
0xe95fb9768cef2893445bc02e7056dead0c32fe6a,,X,,,,,,,,
0x7463154a39d8f6adc38ffc3f614a9f32e63a1735,,X,,,,,,,,
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,,X,,,,,,,,
0x0cd384db68636be8d1782146e59635316bf8897b,,X,,,,,,,,
0xdcf7be2ff93e1a7671724598b1526f3a33b1ec25,,X,,,,,,,,
0x48aa9d67cb713804c005516bca7769c159d7897c,,,X,,,,,,,
0x9fd8de0e6f2902ed35a4bdb2d75acc05a43330fa,,,X,,,,,,,
0xf413f66eed6a69b33f4bcf8a6bfc7cac08701d6d,,,X,,,,,,,
0x823817c6a6f2e78093341c18231ad28b29ad35e3,,,X,X,X,,,,,
0x66666666c510be02a4d15aa75d5a236068b2a1fa,,,X,,,,,,,
0x17d2b1b51fb36ef6f8e397feee9e0c98ad8eab60,,,X,,,,,,,
0x8888888996f18ae22fc9140c4d58c9dd74735861,,,X,,,,,,,
0x5185ebf93d627f1a20b39b8d5ea2878a6f24faed,,,X,X,,,,,,
0xcf35cfacf4f2ce74556064d51d5405e58be327f4,,,X,,,,,,,
0x994697b0d70b02de00f18c2de604c1cdf183b1c5,,,X,,,,,,,
0x024813b4972428003c725ea756348dcd79b826e6,,,X,X,,,,,,
0x069a44c691497ae9383a919991708c1bf7db5051,,,X,,,,,,,
0xc0dbdabef0250d4c712ffa189377a57e91562711,,,X,,,,,,,
0xdbacd6c357fff3e85b7dc7865c094150efcd4a2b,,,X,,,,,,,
0xd6fcfbe5d76d6ce0e77f00f5a370f8c677ea7150,,,X,X,,,,,,
0x86f566e78c9d9fe775e7ae10c3b4a363ec54b552,,,X,X,,,,,,
0x61081ecd5a0a2af307d5cad05bf3a88f08ed7c79,,,X,X,,,,,,
0x6fc416101a016edd512b0344fdf8edb8cf60e4c4,,,X,,,,,,,
0x56cc58a59b2459ac9cde0c2a5a0021a5406146c1,,,X,,,,,,,
0x2b6582d9f8be45025d7810daab616bb14bf5210d,,,X,,,,,,,
0x77259366ba576cb32c3ccaa211192d276352e3ad,,,X,,,,,,,
0xa2f17baac9e5bbeb653d13674302acaa82e3eed6,,,X,,,,,,,
0x71e91f689338b13aa4a8c32a69d410f433b91663,,,X,,,,,,,
0x9f3c061270c4492bc65bf976762742a861e6236a,,,X,,,,,,,
0x0623a237b9a095844733b2451ef4a6776aefb323,,,X,,,,,,,
0x35fa30ffacae0b7836105cd750204b39c5d1eff7,,,X,,,,,,,
0x545425f9686b56078da3bfac5f9f25bb287b1291,,,X,X,,,,,,
0x7b1f7658533b8b2a81ea8ddc963476c1feed4608,,,X,,,,,,,
0x407df19995bba21e71ec6e6b72feba70318031be,,,X,,,,,,,
0xa7080c1153687451691cfe296668e6d4545d5a87,,,X,,,,,,,
0x4d97c143c025259f8cdc5f6c9a56d9c8c4dcfec4,,,X,,,,,,,
0x1d6936ef8dd255283327e853066514d956b2f4ac,,,X,,,,,,,
0xe6f7b37dd383e761b3a827679efb63ede7e38942,,,X,,,,,,,
0x0882483be2b9135fbcf325b929b0d5af7854b7bd,,,X,,,,,,,
0xd819c62dde216ef3b508d348542b59477efd606f,,,X,,,,,,,
0xbdc538477c4568eb40bc69002b6f1121e18e07ae,,,X,,,,,,,
0x0fa2c1bb56f8cb423d56c0ba2e54596e8dd6305f,,,X,,,,,,,
0x6c6a7e68f2414d4b0eda7e34449b30158a7081f9,,,X,,,,,,,
0xe327ad1aa718ae837be5b9bddebdcb321c7609fd,,,X,,,,,,,
0x93fce1a4163b1124ef42fc015755209d8ce30c16,,,X,,,,,,,
0x95a4d1d469df82dc3cf435d9034cd2c277a8cac1,,,X,,,,,,,
0xf5af47dcd3af20a1b651834d8069ccc1f21e5427,,,X,,,,,,,
0x1b11e4cdf56304d4d8a6e3645e219cfc30339e65,,,X,,,,,,,
0x45af9cb6df0958ee803b85a8545927698542cd47,,,X,,,,,,,
0x0ee951bc9d1b10afbf073bf246cce7d14346f652,,,X,,,,,,,
0x7d62cf2e7fe9de04aaefbb7b158abff76f786f27,,,X,X,,,,,,
0x0cc4cfacfbfda1ff5ea003e5a59d17b4c55a5050,,,X,,,,,,,
0x43fff20076f4d15cee0acac4714483874fce8c16,,,X,,,,,,,
0xdb2b1dce4fff3ad180627020d7ebeae17977d7c1,,,X,,,,,,,
0xb839fcad840d14575e381932e570468648ee79f7,,,X,,,,,,,
0xf68449dd9f09945360da6e529d1ef46dba0eb86c,,,X,,,,,,,
0xb61db22851760ba97aedde4d4b294b584ba9d1d4,,,X,,,,,,,
0x565a6ae3c8cae20ac43e122ff814380e47599294,,,X,,,,,,,
0x1b3f0ceaa804fbdf6a0e90a36c98b5e50754e696,,,X,,,,,,,
0xb1890243823c5370ab90a3df29df797808922337,,,X,,,,,,,
0x62169ae3c7038755c2091093af839113c391c6b8,,,X,X,,,,,,
0x530bf31ecaf01ed32f1bc2b537da4fceb3dea6d3,,,X,,,,,,,
0x07fe9b9631bbf6879d59e5d6bc5475767b89e56e,,,X,,,,,,,
0x534c07b155f9add1a95e268d1d0ff56fe429857c,,,X,,,,,,,
0xd3fc54980574130b3d8e2a0a88e7b4d716c4562d,,,X,,,,,,,
0xeb191a461d9dc40a197b2fb3607277e23472d63f,,,X,,,,,,,
0x23296915893ceed47b13fd65b91640406fd362bf,,,X,,,,,,,
0x92cbe89b5cb1c22c2c16bc465caf34e3c80b617d,,,X,,,,,,,
0xc9001cdfcc19e16d63df901b4da1fcc77e6e5cf3,,,X,,,,,,,
0xd840a4f85f76e5e25a9c8716621290a076613965,,,X,,,,,,,
0x0efd092817edf0d1e2848423e71cf7f5cbbd3083,,,X,,,,,,,
0xcd87572ee0e2acaa818ccda1d537688381b24b16,,,X,,,,,,,
0x393c78ce12d4f2265d535a159814ae30c7ca261f,,,X,,,,,,,
0x1efd91be15efe4bb0e97a58302feae22f8a1fb11,,,X,X,,,,,,
0x35098d877662f51f124b75f42c8505c7dd3c45fe,,,X,,,,,,,
0x77fcd357d724c18e8af0688af273c21807ef8658,,,X,X,,,,,,
0xa9ab423d16c8d55b5d3f36b793956bddb1706c64,,,X,,,,,,,
0x4d4d70ad721e53b7318d15188d81ba787dc5c934,,,X,,,,,,,
0xcb895dfa8808d0c5a900ced39da485ddc0bf31e9,,,X,,,,,,,
0x77f167cdc43b967658eb8ae473f94402c1672986,,,X,X,,,,,,
0x8ac611ec3a22999f161a40f9462ef4bc38a879ef,,,X,,,,,,,
0x2086c1ba014368c8d2b557c84e1aeb187b3f3cf1,,,X,,,,,,,
0x69b3f2d40e51a01dd2398788df7a80b7a52a4a4c,,,X,,,,,,,
0x6c54abb1b1214eca8b9570cab38c178221703f0d,,,X,,,,,,,
0x8ce041b078d77df852f84124445e96e3ddf81151,,,X,X,,,,,,
0xcbb3d8ec990ae76fc85c86c5e41a3be370a14a49,,,X,X,,,,,,
0xe8a7372c13fdeaa369cb2b6b7470a6d630686f3c,,,X,,,,,,,
0x3090a8da23358422a98a0cc2ddeda51ebdeb27d0,,,X,X,,,,,,
0x56d79fe635196e734ce29d7a8ccd8014865e790c,,,X,,,,,,,
0x67c1596faeb39cc817650bb4cf1a8a88134591d6,,,X,,,,,,,
0x5a9d68c871325979b16dab50acff1f9ebfa9ab3f,,,X,,,,,,,
0x7796d7e2f04b2854cb32f52c6014bee89fd93c18,,,X,,,,,,,
0x1b3a5c32a73a1e0861e46e2ad349c9ebceb80b25,,,X,,,,,,,
0xc0a2f8725f6f53f43af053d1cafa2db24364d316,,,X,,,,,,,
0x4168d958c147b626c16c2e6b3124b4412ca7ce05,,,X,,,,,,,
