Sybil ID,Main NO ID,Operator ID,Address,Reason
sybil-2,437,452,0x2b9C7902F4a3A6c9FA6E63EA3A735B651C2128b6,Large-scale sybil
sybil-2,437,453,0x6A1c5c7d8FAc879CcCfD9eec3Dac6998735c69D1,Large-scale sybil
sybil-2,437,454,0x2c6327574064E620D818036bE9E49cc61972dCa1,Large-scale sybil
sybil-2,437,455,0x7C9c9110aB81Eef6B6Aa14E3a18d3Ea2634Fd08a,Large-scale sybil
sybil-2,437,456,0x4fa5bFb09EAB94d8E5FC1008Afd5317c7CDb18A6,Large-scale sybil
sybil-2,437,457,0x58fc14727A67dEb5a5D3929A1FF9CD49C146abeD,Large-scale sybil
sybil-2,437,458,0x313Ff60Bf3a9581e8feC8e669c4BBb16fa2b3989,Large-scale sybil
sybil-2,437,459,0xCbbE38c63c78C4A6692Bf42e564e2D3C0e9a3c9A,Large-scale sybil
sybil-2,437,460,0x11C6B07a75ac649a85fD56F4AC37DAC87337829C,Large-scale sybil
sybil-2,437,461,0x9fF110D16B2Dd378e248F69a646a18e50F81b8c0,Large-scale sybil
sybil-2,437,462,0xb0A06aB588B5b7250C7b006154b0f6438db0DeDF,Large-scale sybil
sybil-2,437,463,0x7d2FAdC58Db39daDF39Ac4809Fe3d4fCBc54e1f7,Large-scale sybil
sybil-2,437,464,0xd34d970dAd4CE69a342a0b680842a3405506FB8e,Large-scale sybil
sybil-2,437,465,0x4B249E0f7d3b0595B3337EA0508acb5e4891f937,Large-scale sybil
sybil-2,437,466,0xB810bE54D2feE5f7B12B11B4627bE07555DF55D0,Large-scale sybil
sybil-2,437,467,0x9A1EDA74a3387331b3673AD5af5A106C22bDD98b,Large-scale sybil
sybil-2,437,468,0xcB4C680f428d7D7FccBcaF703bF506926dD43406,Large-scale sybil
sybil-2,437,469,0xc8A89B6e91DA5CFaba8f80b5dF092f4F6415215B,Large-scale sybil
sybil-2,437,470,0x8692BB06F073b4F80c127e55e4c316D4D22c2C8a,Large-scale sybil
